-158.240196297755,-608.72038820257,-607.566209003159,0,0,0
-608.72038820257,-30.3877110079594,251.84450358836,0,0,0
-607.566209003159,251.84450358836,-71.4135470572041,0,0,0
0,0,0,93.0540862031598,0,0
0,0,0,0,110.468749571377,0
0,0,0,0,0,-8.19109948818731
